MEMBER_ID,MEMBER_NAME,MEMBER_DOB,MEMBER_EMPLOYMENT,MEMBER_GENDER,MEMBER_CITY_TOWN,MEMBER_STATE,MEMBER_CONTACT_VERIFIED,PORTFOLIO,INTITIAL_INVVESTMENT,ORG_INVST,TEMP_OPTIMIZED
MID006153,Dorthy Patak,19-05-1988,Monash University,Female,Port Macquarie,New South Wales,Y,"['LTSA', 'EG', 'OK']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$98,400.45', 'Median Final Portfolio Value': '$95,477.94', 'Standard Deviation of Final Portfolio Value': '$20,749.09', 'Value at Risk (VaR 95%)': '$11,387.03', 'Conditional Value at Risk (CVaR 95%)': '$16,832.72', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.8868'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$103,975.76', 'Median Final Portfolio Value': '$101,066.40', 'Standard Deviation of Final Portfolio Value': '$22,458.70', 'Value at Risk (VaR 95%)': '$6,553.78', 'Conditional Value at Risk (CVaR 95%)': '$13,129.72', 'Probability of Loss': '13.40%', 'Sharpe Ratio': '1.0675'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID006154,Carin Hughey,26-08-1976,University of South Australia,Male,Launching Place,Victoria,Y,"['MZNA', 'HD', 'NTIC', 'SM', 'TWM', 'MTFS', 'OCST']",45000,"{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$55,522.25', 'Median Final Portfolio Value': '$54,801.74', 'Standard Deviation of Final Portfolio Value': '$10,970.90', 'Value at Risk (VaR 95%)': '$5,344.86', 'Conditional Value at Risk (CVaR 95%)': '$7,926.03', 'Probability of Loss': '18.00%', 'Sharpe Ratio': '0.9591'}","[{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$57,557.86', 'Median Final Portfolio Value': '$55,861.08', 'Standard Deviation of Final Portfolio Value': '$12,739.11', 'Value at Risk (VaR 95%)': '$6,274.69', 'Conditional Value at Risk (CVaR 95%)': '$9,618.95', 'Probability of Loss': '15.00%', 'Sharpe Ratio': '0.9858'}, array([2.49133505e+03, 1.49996114e+04, 1.72999336e+03, 8.61737439e-12,
       7.45135934e+03, 0.00000000e+00, 1.83277008e+04])]"
MID006155,Arthur Storment,02-08-1992,Torrens University Australia,Female,Tathra,New South Wales,N,"['ABC', 'JJN', 'MMM', 'DMC', 'PG']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$85,150.86', 'Median Final Portfolio Value': '$82,956.57', 'Standard Deviation of Final Portfolio Value': '$17,034.28', 'Value at Risk (VaR 95%)': '$8,843.21', 'Conditional Value at Risk (CVaR 95%)': '$14,246.57', 'Probability of Loss': '14.60%', 'Sharpe Ratio': '0.9481'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$88,405.33', 'Median Final Portfolio Value': '$85,790.90', 'Standard Deviation of Final Portfolio Value': '$19,462.20', 'Value at Risk (VaR 95%)': '$8,972.30', 'Conditional Value at Risk (CVaR 95%)': '$12,882.14', 'Probability of Loss': '14.80%', 'Sharpe Ratio': '0.9971'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006156,Maryann Auber,08-09-1983,La Trobe University,Male,Weston,New South Wales,N,"['ABC', 'TCA', 'SM', 'PG', 'LTSA']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$48,972.54', 'Median Final Portfolio Value': '$48,127.47', 'Standard Deviation of Final Portfolio Value': '$10,551.82', 'Value at Risk (VaR 95%)': '$6,506.45', 'Conditional Value at Risk (CVaR 95%)': '$9,803.36', 'Probability of Loss': '17.80%', 'Sharpe Ratio': '0.8503'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$52,340.73', 'Median Final Portfolio Value': '$50,828.60', 'Standard Deviation of Final Portfolio Value': '$11,500.42', 'Value at Risk (VaR 95%)': '$3,100.37', 'Conditional Value at Risk (CVaR 95%)': '$6,247.12', 'Probability of Loss': '13.00%', 'Sharpe Ratio': '1.0731'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID006157,Keneth Rodenberger,25-06-1983,Swinburne University of Technology,Female,Burpengary,Queensland,N,"['LTSA', 'MZNA', 'OOGGL', 'TWM', 'MTFS']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,223.05', 'Median Final Portfolio Value': '$1,189.60', 'Standard Deviation of Final Portfolio Value': '$236.76', 'Value at Risk (VaR 95%)': '$127.66', 'Conditional Value at Risk (CVaR 95%)': '$226.40', 'Probability of Loss': '16.00%', 'Sharpe Ratio': '0.9421'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,283.50', 'Median Final Portfolio Value': '$1,258.76', 'Standard Deviation of Final Portfolio Value': '$279.60', 'Value at Risk (VaR 95%)': '$101.91', 'Conditional Value at Risk (CVaR 95%)': '$187.68', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0140'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID006158,Solange Callaro,23-12-1970,The University of Queensland,Male,Camden Haven,New South Wales,Y,"['MPJ', 'AB', 'SM']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,233,773.14', 'Median Final Portfolio Value': '$1,198,065.68', 'Standard Deviation of Final Portfolio Value': '$260,473.34', 'Value at Risk (VaR 95%)': '$122,068.02', 'Conditional Value at Risk (CVaR 95%)': '$185,568.82', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.8975'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,304,671.17', 'Median Final Portfolio Value': '$1,286,246.18', 'Standard Deviation of Final Portfolio Value': '$279,265.14', 'Value at Risk (VaR 95%)': '$95,015.74', 'Conditional Value at Risk (CVaR 95%)': '$163,665.65', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0910'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006159,Janey Syrop,29-10-1989,Griffith University,Male,Ulverstone,Tasmania,N,"['MZNA', 'SM', 'TWM']",90000,"{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$111,488.38', 'Median Final Portfolio Value': '$109,647.56', 'Standard Deviation of Final Portfolio Value': '$22,780.90', 'Value at Risk (VaR 95%)': '$11,193.08', 'Conditional Value at Risk (CVaR 95%)': '$16,380.36', 'Probability of Loss': '18.00%', 'Sharpe Ratio': '0.9433'}","[{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$116,382.70', 'Median Final Portfolio Value': '$114,092.86', 'Standard Deviation of Final Portfolio Value': '$24,044.57', 'Value at Risk (VaR 95%)': '$8,844.24', 'Conditional Value at Risk (CVaR 95%)': '$15,766.06', 'Probability of Loss': '12.40%', 'Sharpe Ratio': '1.0972'}, array([4.98267009e+03, 2.99992228e+04, 3.45998672e+03, 1.72347488e-11,
       1.49027187e+04, 0.00000000e+00, 3.66554017e+04])]"
MID006160,Gayla Darakjy,23-08-1982,James Cook University,Male,Rutherford,New South Wales,Y,"['OOGGL', 'EG', 'NEK', 'MZNA']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,082.00', 'Median Final Portfolio Value': '$48,311.05', 'Standard Deviation of Final Portfolio Value': '$10,703.69', 'Value at Risk (VaR 95%)': '$6,788.79', 'Conditional Value at Risk (CVaR 95%)': '$9,729.06', 'Probability of Loss': '19.60%', 'Sharpe Ratio': '0.8485'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$51,289.77', 'Median Final Portfolio Value': '$49,949.27', 'Standard Deviation of Final Portfolio Value': '$10,519.67', 'Value at Risk (VaR 95%)': '$4,094.19', 'Conditional Value at Risk (CVaR 95%)': '$7,340.14', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.0732'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID006161,Skye Coyier,21-12-2000,Griffith University,Female,Buderim,Queensland,Y,"['JJN', 'NEK', 'OCST', 'HD', 'MTFS', 'EPF', 'MPJ', 'CCSO']",50000,"{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$62,193.71', 'Median Final Portfolio Value': '$60,155.16', 'Standard Deviation of Final Portfolio Value': '$13,457.46', 'Value at Risk (VaR 95%)': '$7,950.78', 'Conditional Value at Risk (CVaR 95%)': '$10,513.81', 'Probability of Loss': '17.60%', 'Sharpe Ratio': '0.9061'}","[{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$64,539.05', 'Median Final Portfolio Value': '$63,595.16', 'Standard Deviation of Final Portfolio Value': '$13,765.61', 'Value at Risk (VaR 95%)': '$5,976.44', 'Conditional Value at Risk (CVaR 95%)': '$9,595.80', 'Probability of Loss': '14.80%', 'Sharpe Ratio': '1.0562'}, array([2.76815005e+03, 1.66662349e+04, 1.92221484e+03, 9.57486044e-12,
       8.27928815e+03, 0.00000000e+00, 2.03641120e+04])]"
MID006162,Cyril Amyot,11-07-1988,University of Technology Sydney,Female,Legana,Tasmania,Y,"['ABC', 'JJN', 'EG', 'KRM', 'ONH', 'HD', 'AB']",55000,"{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$67,799.68', 'Median Final Portfolio Value': '$66,231.41', 'Standard Deviation of Final Portfolio Value': '$14,580.48', 'Value at Risk (VaR 95%)': '$8,199.86', 'Conditional Value at Risk (CVaR 95%)': '$11,440.63', 'Probability of Loss': '19.00%', 'Sharpe Ratio': '0.8779'}","[{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$71,167.45', 'Median Final Portfolio Value': '$69,248.76', 'Standard Deviation of Final Portfolio Value': '$15,303.33', 'Value at Risk (VaR 95%)': '$5,518.81', 'Conditional Value at Risk (CVaR 95%)': '$10,138.85', 'Probability of Loss': '13.40%', 'Sharpe Ratio': '1.0565'}, array([3.04496506e+03, 1.83328584e+04, 2.11443633e+03, 1.05323465e-11,
       9.10721697e+03, 0.00000000e+00, 2.24005233e+04])]"
MID006163,Garry Palaspas,01-04-1973,Southern Cross University,Female,Dodges Ferry,Tasmania,N,"['LTSA', 'PEP', 'PG']",55000,"{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$68,221.10', 'Median Final Portfolio Value': '$66,212.02', 'Standard Deviation of Final Portfolio Value': '$14,324.81', 'Value at Risk (VaR 95%)': '$7,111.94', 'Conditional Value at Risk (CVaR 95%)': '$11,461.70', 'Probability of Loss': '16.80%', 'Sharpe Ratio': '0.9230'}","[{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$71,923.54', 'Median Final Portfolio Value': '$69,818.13', 'Standard Deviation of Final Portfolio Value': '$15,199.86', 'Value at Risk (VaR 95%)': '$5,904.36', 'Conditional Value at Risk (CVaR 95%)': '$9,921.79', 'Probability of Loss': '10.40%', 'Sharpe Ratio': '1.1134'}, array([3.04496506e+03, 1.83328584e+04, 2.11443633e+03, 1.05323465e-11,
       9.10721697e+03, 0.00000000e+00, 2.24005233e+04])]"
MID006164,Kristel Corbley,26-09-1977,Swinburne University of Technology,Female,Kingston,Tasmania,Y,"['KRM', 'MMM', 'JJN', 'DMC', 'NTIC', 'LTSA', 'MPJ']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,227.56', 'Median Final Portfolio Value': '$11,963.58', 'Standard Deviation of Final Portfolio Value': '$2,485.30', 'Value at Risk (VaR 95%)': '$1,353.17', 'Conditional Value at Risk (CVaR 95%)': '$1,741.04', 'Probability of Loss': '18.00%', 'Sharpe Ratio': '0.8963'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,911.00', 'Median Final Portfolio Value': '$12,644.88', 'Standard Deviation of Final Portfolio Value': '$2,647.37', 'Value at Risk (VaR 95%)': '$855.69', 'Conditional Value at Risk (CVaR 95%)': '$1,527.06', 'Probability of Loss': '11.80%', 'Sharpe Ratio': '1.0996'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006165,Leota Tegarden,22-03-1994,The University of Melbourne,Female,Nambucca Heads,New South Wales,Y,"['ONH', 'MTFS', 'GS', 'OOGGL', 'NTIC', 'TWM']",45000,"{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$55,325.53', 'Median Final Portfolio Value': '$53,361.81', 'Standard Deviation of Final Portfolio Value': '$11,782.32', 'Value at Risk (VaR 95%)': '$6,312.27', 'Conditional Value at Risk (CVaR 95%)': '$9,359.21', 'Probability of Loss': '17.60%', 'Sharpe Ratio': '0.8764'}","[{'Initial Investment': '$45,000.00', 'Expected Final Portfolio Value': '$58,353.51', 'Median Final Portfolio Value': '$57,399.55', 'Standard Deviation of Final Portfolio Value': '$12,220.21', 'Value at Risk (VaR 95%)': '$4,186.23', 'Conditional Value at Risk (CVaR 95%)': '$7,621.03', 'Probability of Loss': '12.80%', 'Sharpe Ratio': '1.0927'}, array([2.49133505e+03, 1.49996114e+04, 1.72999336e+03, 8.61737439e-12,
       7.45135934e+03, 0.00000000e+00, 1.83277008e+04])]"
MID006166,Diane Hollack,11-11-1976,Bond University,Female,Thirlmere,New South Wales,N,"['GMNA', 'MPJ', 'LTSA']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$97,432.90', 'Median Final Portfolio Value': '$95,338.30', 'Standard Deviation of Final Portfolio Value': '$20,698.36', 'Value at Risk (VaR 95%)': '$12,753.88', 'Conditional Value at Risk (CVaR 95%)': '$17,668.87', 'Probability of Loss': '19.60%', 'Sharpe Ratio': '0.8422'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$103,994.72', 'Median Final Portfolio Value': '$101,227.86', 'Standard Deviation of Final Portfolio Value': '$23,850.05', 'Value at Risk (VaR 95%)': '$8,813.62', 'Conditional Value at Risk (CVaR 95%)': '$13,374.72', 'Probability of Loss': '15.80%', 'Sharpe Ratio': '1.0061'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID006167,Nan Villanueva,13-05-1973,Australian Catholic University,Male,Jindabyne,New South Wales,N,"['DMC', 'ABC', 'TWM', 'JJN', 'ALPA', 'KRM', 'EG', 'MPJ', 'AB']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,367.27', 'Median Final Portfolio Value': '$12,109.23', 'Standard Deviation of Final Portfolio Value': '$2,513.11', 'Value at Risk (VaR 95%)': '$1,485.01', 'Conditional Value at Risk (CVaR 95%)': '$2,116.43', 'Probability of Loss': '15.40%', 'Sharpe Ratio': '0.9420'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,851.52', 'Median Final Portfolio Value': '$12,600.10', 'Standard Deviation of Final Portfolio Value': '$2,678.70', 'Value at Risk (VaR 95%)': '$1,035.09', 'Conditional Value at Risk (CVaR 95%)': '$1,666.14', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0645'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006168,Billye Liukko,30-06-1976,James Cook University,Male,Esperance,Western Australia,Y,"['OOGGL', 'TCA', 'GMNA']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,241,704.51', 'Median Final Portfolio Value': '$1,226,325.97', 'Standard Deviation of Final Portfolio Value': '$256,526.88', 'Value at Risk (VaR 95%)': '$117,045.32', 'Conditional Value at Risk (CVaR 95%)': '$208,551.15', 'Probability of Loss': '15.80%', 'Sharpe Ratio': '0.9422'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,288,737.83', 'Median Final Portfolio Value': '$1,259,617.38', 'Standard Deviation of Final Portfolio Value': '$255,096.10', 'Value at Risk (VaR 95%)': '$84,497.76', 'Conditional Value at Risk (CVaR 95%)': '$156,908.52', 'Probability of Loss': '10.80%', 'Sharpe Ratio': '1.1319'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006169,Francine Bookamer,26-09-1982,University of Canberra,Female,Hervey Bay,Queensland,N,"['FWC', 'NTIC', 'ABC', 'JJN', 'ABT']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$83,405.09', 'Median Final Portfolio Value': '$82,413.99', 'Standard Deviation of Final Portfolio Value': '$16,844.86', 'Value at Risk (VaR 95%)': '$11,284.35', 'Conditional Value at Risk (CVaR 95%)': '$14,338.11', 'Probability of Loss': '21.60%', 'Sharpe Ratio': '0.8552'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$89,022.64', 'Median Final Portfolio Value': '$86,735.28', 'Standard Deviation of Final Portfolio Value': '$18,347.81', 'Value at Risk (VaR 95%)': '$6,805.26', 'Conditional Value at Risk (CVaR 95%)': '$12,017.08', 'Probability of Loss': '11.60%', 'Sharpe Ratio': '1.0913'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006170,Dierdre Turinetti,18-11-1968,University of Canberra,Female,Swan Hill,Victoria,N,"['JJN', 'MZNA', 'MMM', 'ONH', 'FWC', 'ALPA']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,281.24', 'Median Final Portfolio Value': '$48,310.48', 'Standard Deviation of Final Portfolio Value': '$10,454.54', 'Value at Risk (VaR 95%)': '$5,729.47', 'Conditional Value at Risk (CVaR 95%)': '$7,491.25', 'Probability of Loss': '18.00%', 'Sharpe Ratio': '0.8878'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$52,006.82', 'Median Final Portfolio Value': '$50,900.45', 'Standard Deviation of Final Portfolio Value': '$11,346.66', 'Value at Risk (VaR 95%)': '$5,277.80', 'Conditional Value at Risk (CVaR 95%)': '$7,824.66', 'Probability of Loss': '13.20%', 'Sharpe Ratio': '1.0582'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID006171,Carmela Maynerich,19-08-1992,Edith Cowan University,Female,Wallerawang,New South Wales,N,"['GS', 'CCSO']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$97,748.18', 'Median Final Portfolio Value': '$95,272.28', 'Standard Deviation of Final Portfolio Value': '$20,150.37', 'Value at Risk (VaR 95%)': '$11,388.84', 'Conditional Value at Risk (CVaR 95%)': '$16,219.11', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.8808'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$102,214.11', 'Median Final Portfolio Value': '$99,927.04', 'Standard Deviation of Final Portfolio Value': '$21,591.55', 'Value at Risk (VaR 95%)': '$9,147.60', 'Conditional Value at Risk (CVaR 95%)': '$14,448.68', 'Probability of Loss': '14.80%', 'Sharpe Ratio': '1.0288'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID006172,Lezlie Canlas,30-12-1984,Southern Cross University,Male,Dandenong,Victoria,Y,"['ALPA', 'ABC', 'FWC', 'MZNA', 'TCA', 'EG', 'MPJ', 'GS']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,249.15', 'Median Final Portfolio Value': '$1,220.35', 'Standard Deviation of Final Portfolio Value': '$258.01', 'Value at Risk (VaR 95%)': '$113.70', 'Conditional Value at Risk (CVaR 95%)': '$199.47', 'Probability of Loss': '15.60%', 'Sharpe Ratio': '0.9657'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,301.04', 'Median Final Portfolio Value': '$1,276.64', 'Standard Deviation of Final Portfolio Value': '$271.24', 'Value at Risk (VaR 95%)': '$86.54', 'Conditional Value at Risk (CVaR 95%)': '$159.95', 'Probability of Loss': '11.60%', 'Sharpe Ratio': '1.1099'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID006173,Rodolfo Perruzza,11-07-1999,Flinders University,Male,Culburra,New South Wales,N,"['ABC', 'PEP', 'EG']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,225,872.43', 'Median Final Portfolio Value': '$1,185,810.43', 'Standard Deviation of Final Portfolio Value': '$252,852.22', 'Value at Risk (VaR 95%)': '$116,222.87', 'Conditional Value at Risk (CVaR 95%)': '$184,767.36', 'Probability of Loss': '16.40%', 'Sharpe Ratio': '0.8933'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,284,427.82', 'Median Final Portfolio Value': '$1,241,764.73', 'Standard Deviation of Final Portfolio Value': '$277,335.01', 'Value at Risk (VaR 95%)': '$94,257.64', 'Conditional Value at Risk (CVaR 95%)': '$155,845.12', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.0256'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
